4.232420435678276860e+00,-8.373346437040348755e-01,6.158652989675796334e+02,2.448264910379750745e+02
4.683736750586204423e+00,-5.238384855776747617e-01,5.754745541126460466e+02,6.016022726928077873e+02
3.901735538480204823e+00,-2.568136329306321963e-01,1.185658388882527788e+03,3.327825022560855359e+02
3.854772561589575819e+00,-3.504135849350358822e-01,1.139882735787086858e+03,2.439705133544968874e+02
5.299230363545024858e+00,-1.048817125453574972e+00,6.776211709806419492e+01,3.295519300808259686e+02
5.450142736332096227e+00,-5.872687785459842491e-01,4.139195074331891533e+01,7.622062414322601853e+02
4.354167998735096745e+00,1.662568904510126067e-01,1.157561920822926368e+03,9.153443320623928230e+02
5.396977204176217846e+00,-3.086229770004310091e-01,1.396914781547232849e+02,1.006638186364221269e+03
4.900116456859163527e+00,-8.530276895922398461e-01,3.410550947451212096e+02,4.503290824383953463e+02
5.056442763102508842e+00,2.322903163120877343e-02,5.486473643129510265e+02,1.149225122879190394e+03
5.097028949584643698e+00,-7.549341121268825505e-01,2.694510768425953415e+02,5.610288185060363730e+02
5.142978627210504250e+00,-1.207597128404094500e+00,8.886351982735033062e+01,1.584469648290462942e+02
4.504146686380369857e+00,2.764580262140840516e-01,1.127071386677127521e+03,1.104068885468278722e+03
4.372583961715486467e+00,-4.252939773495826858e-01,7.782910808708849117e+02,5.329772608001422896e+02
4.724369624809341417e+00,-7.023990070477705849e-01,4.839048082576460388e+02,5.065953473174290593e+02
5.447732130234340886e+00,-2.930847621995177898e-01,8.647351193002306502e+01,1.045646254944103930e+03
3.993905478492866479e+00,-3.183508967298171455e-01,1.065039077267786070e+03,3.726899560709323396e+02
4.028275754806556641e+00,-3.011966214443520529e-01,1.054161939307083685e+03,4.061300740530745657e+02
5.048962361990207981e+00,-2.553394949359968913e-01,4.519705389489046752e+02,9.082045433662414098e+02
5.358975447914063217e+00,-5.850502770004833986e-01,1.247351624243242156e+02,7.454914895180972962e+02
5.039086293854577292e+00,-9.064267937249527174e-01,2.525164567182373787e+02,4.349824665916151503e+02
3.806870495674016475e+00,-5.962235584618308382e-01,9.581267600706044050e+02,8.962694664615575846e+01
4.434735683427428299e+00,-4.037306383431973344e-01,7.564430377193534696e+02,5.727825284258931333e+02
4.778079186260374200e+00,3.521493659621148520e-02,7.587188247196539805e+02,1.014205265063221191e+03
4.731499859030360966e+00,-9.721599330460038990e-01,3.627734613477623498e+02,3.254795734052050307e+02
4.209684020609217647e+00,-8.479238733448393184e-01,6.170605295580154461e+02,2.282463866080110222e+02
5.360578177051132265e+00,-6.061310800242533103e-01,1.194303892038156789e+02,7.278770552697768608e+02
5.016958445703362912e+00,-3.895588844941158535e-01,4.307169744584729187e+02,7.989539312568300602e+02
4.907224510422797614e+00,-2.554265454810691893e-01,5.481133034652826836e+02,8.522776184791770220e+02
4.802021379067689999e+00,-3.556712803548324753e-01,5.756149274314610693e+02,7.461193494198654435e+02
3.846785468270478958e+00,-2.984434218721163101e-01,1.193719164949934338e+03,2.624219276115439925e+02
4.860673606419975812e+00,9.996370333585245793e-02,7.337230435099235137e+02,1.114471488361758702e+03
4.505546251511812095e+00,3.014510176386757112e-01,1.149242733953686184e+03,1.133620485871593246e+03
5.152256572558462366e+00,-3.332164388496755003e-01,3.517726921421885891e+02,8.880423701451034049e+02
4.662589133554731369e+00,2.523873164228492838e-01,9.787897384654444295e+02,1.162209372577403656e+03
3.895980479925701623e+00,-7.171383810700036054e-01,8.198199674948541542e+02,1.093206737333169514e+02
4.694536827744337337e+00,1.401410512071149250e-01,8.770342075280661902e+02,1.064849498706932309e+03
4.314853746135507429e+00,-7.875229644981333876e-02,1.007381129133064519e+03,7.075954170490712158e+02
3.951405495130139833e+00,-2.641861898952657106e-01,1.139237743667321183e+03,3.693200856558258351e+02
5.437891778534025278e+00,-5.407103752429961441e-01,5.985592502963918804e+01,8.021402342129347289e+02
4.803588134973136192e+00,-3.407820046861552155e-01,5.803300420747352746e+02,7.561795751490697057e+02
5.450344390185249743e+00,-8.793938568032871883e-01,1.360513331493296008e+00,4.939047156996547301e+02
5.323247273733195506e+00,-1.025832919997501924e-01,2.635958034605917533e+02,1.179469243140884373e+03
4.577031062416756946e+00,-6.398591775481846655e-01,5.788862881713550905e+02,4.963279085677962144e+02
3.898925318363845705e+00,-5.857845268222520163e-01,9.194865037994014756e+02,1.712597977010883028e+02
4.662499732998393931e+00,2.317783383285997589e-01,9.632546163964229891e+02,1.139579934823658505e+03
3.937801089193316617e+00,-8.706808640723024961e-01,6.868595810529344590e+02,6.593120576076177031e+01
3.840970181044735643e+00,-5.904367630680720236e-01,9.452880752343621680e+02,1.219491356658371899e+02
4.817827987760177955e+00,-8.009277011269164692e-01,4.004484039677660689e+02,4.680177241974475919e+02
