4.804195579346814071e+00,8.139266722034443902e-01,4.413158738416165079e+02,1.101135522939430302e+03
2.128909562025540048e+00,-1.415322673293701650e+00,6.919742448021971768e+02,1.462557739386517994e+02
4.862979365139985077e+00,-1.221254708616121148e-01,5.126619617867575016e+02,7.430429193502834551e+02
3.600745273110254274e+00,2.623619384239879171e-01,1.073164105750202225e+03,7.836973942696560016e+02
5.540059190741401629e+00,6.305263062583004174e-01,9.170047216009797353e+01,9.328258141721483980e+02
4.539583236360291707e+00,9.305854498948651354e-01,7.793227093103512289e+02,1.147066452622267434e+03
4.456563128423801423e+00,1.569610734801057117e-01,6.925553965118903079e+02,8.504170666602771007e+02
4.820348126267564481e+00,1.240238583753209139e-01,5.198493648611806748e+02,8.387845826607386925e+02
5.746304837718765768e+00,3.003870285518023819e-01,1.015696725668889115e+02,7.880814676140364554e+02
5.687783387599989027e+00,-5.439956894813756660e-01,2.686413053516502032e+02,5.061623205392245950e+02
2.655385576417237381e+00,-1.206150547160817377e+00,9.018431152917963800e+02,1.800547143773064818e+02
4.761681919234206362e+00,6.717535845127815541e-01,5.128540757346561350e+02,1.050115823152499388e+03
4.587575280747749673e+00,-6.630767103026802278e-01,6.190739924420880698e+02,5.394749711333764708e+02
6.778359606083306232e-01,-1.109278322289157348e+00,1.813078194807316095e+02,1.425374854969792864e+02
5.186607354450128327e+00,5.309336267546777011e-01,2.808490629373148408e+02,9.575693707470464915e+02
3.466688028662798349e+00,3.362594728916221687e-01,1.137166757590322959e+03,7.842983326919052161e+02
1.864951821232139872e+00,-1.124648267275662583e+00,1.008351476573801619e+03,6.321128237486352930e+01
4.091138987039069974e+00,-1.487410428774965432e+00,6.310484068220189329e+02,2.188540024330113738e+02
4.391908677841595221e+00,3.457989113042239104e-01,7.395379634096171912e+02,9.185872437907516996e+02
4.608961629196553389e+00,1.015769486904358754e+00,7.608173725573118418e+02,1.183006469588219488e+03
3.771240546744858868e+00,-7.188359222429050455e-01,8.552896768864097794e+02,4.655215272969846296e+02
4.314295071653550195e+00,9.140477861496094647e-01,9.964266060866688122e+02,1.112550523639893754e+03
4.012313418986079405e+00,3.114049413173652359e-01,9.179750283291018604e+02,8.662027644233718320e+02
2.627181872654430705e+00,-1.524854747261887855e+00,6.339049927855494388e+02,1.840128651321506368e+02
4.786708080326659065e+00,-1.299579853777693028e+00,5.799372287729992195e+02,2.946122247510784291e+02
5.923599080332625277e+00,-6.817601848975405332e-01,2.258261663858002919e+02,4.246058222053690088e+02
1.662444017156327336e-01,-4.557231519203732151e-01,1.213701546795422637e+01,4.060869854852467142e+02
5.207234201672047647e+00,-2.260628823558819833e-01,3.869214148782380676e+02,6.793051312053329411e+02
4.134999391157646365e+00,1.029571366733149362e-02,8.216881389916069338e+02,7.711715546986307572e+02
1.580403350511010885e+00,-1.075421986862094670e+00,1.074413691410078854e+03,1.059675130926240882e+01
3.367412494403115186e+00,-9.461213438712644530e-01,9.093197523943545093e+02,3.388274114537002220e+02
3.591455995409985835e+00,4.038461918405224504e-01,1.107722717421967900e+03,8.293701018026165457e+02
2.954765046245417359e+00,-5.235051644105845892e-01,1.137613155575004839e+03,4.036283404887695383e+02
3.822778346135773830e+00,1.456047163516325203e-02,9.453520798420385063e+02,7.336635723122396939e+02
4.804861985836071270e+00,8.706618415281941470e-01,4.112496865123571865e+02,1.121746324524068314e+03
6.025026391441920204e+00,-1.288005880425090011e+00,4.117586403370703465e+02,2.350207452908207415e+02
3.410067714678780559e-01,-1.035587137476968955e+00,1.795575669960870755e+02,2.101974288922440053e+02
3.592568207115507839e+00,3.580638877209363358e-01,1.096724427484215312e+03,8.143857729583235141e+02
1.198829483608937263e+00,-1.289029730378148386e+00,4.667356227756080216e+02,9.330233096643331692e+01
1.453173507213242788e+00,-1.092575363586594017e+00,3.218895659863184164e+02,1.133495075591204326e+01
5.036939558901606162e+00,-1.060123584389624174e+00,5.148686666748625385e+02,3.792823033945021507e+02
4.166295581970992146e+00,-1.878320691925993990e-01,7.891539307206689955e+02,7.004143122688103631e+02
4.464245663425332467e+00,9.553343736263179009e-01,9.131867283510280231e+02,1.146943475109758310e+03
4.036612461055237411e+00,2.980583202792025377e-01,9.047817728675710214e+02,8.647166875344518076e+02
5.168242553249183580e+00,8.766744077987943529e-01,1.284532327446260354e+02,1.071483616752897660e+03
5.567425187413867604e+00,1.872950742764783452e-03,2.228894598020878846e+02,7.155550155037182094e+02
4.460996724903138144e+00,9.718479542525911841e-01,9.460854184258545274e+02,1.151345094011948277e+03
4.523920415399595107e+00,4.547898247948723993e-01,6.755034560125168355e+02,9.668391019679812644e+02
5.024332696498217565e+00,9.752147845975667195e-01,9.758109270576818517e+01,1.121095893392191101e+03
3.646620225062917053e-01,-8.553869476014299700e-01,7.797632008077819421e+01,2.489382468683175489e+02
4.148587293055652658e+00,7.156766407895582827e-01,9.639632257869623118e+02,1.025537670618863331e+03
4.515419253531046451e+00,3.512299802226752643e-01,6.737791419812341474e+02,9.269622877315932783e+02
2.940596776477669483e+00,-3.110087661991299823e-01,1.189710240130172906e+03,4.702810642263830232e+02
4.736056657777659495e+00,-3.044048093784241793e-01,5.677572785498430221e+02,6.768568370970546084e+02
3.459574887625191497e+00,4.369550402187328819e-01,1.162810650489172531e+03,8.160531574692770391e+02
5.249556737611468016e+00,6.070742396986669037e-02,3.373191111551552126e+02,7.804073600410498557e+02
3.549158344778301721e+00,-1.019810599782964566e-01,1.025243202947769532e+03,6.498772786358724716e+02
3.986832788741155209e+00,2.696787365960981453e-01,9.214124265588303615e+02,8.478310191305635044e+02
4.505855951058109210e-01,-1.223707011849241688e+00,3.069314864878134586e+02,1.668772613553774704e+02
5.312778962471424116e+00,-6.622718893766035286e-01,3.991041295507750988e+02,5.083342495320293892e+02
1.150245157218501957e+00,-1.078968525914592469e+00,8.908270021365977698e+01,6.241059220055817747e+01
4.502165128090737767e+00,-8.542849651352062423e-01,6.396029423229274471e+02,4.649017265960411578e+02
5.890080652251907800e+00,-3.070314259462115780e-01,1.630821260661803365e+02,5.559982974357022840e+02
1.417758561070915135e+00,-1.099120932241202553e+00,2.742104341614110581e+02,1.768016865640569080e+01
4.129801287291066991e+00,-1.086988528943353627e+00,7.103480717314637332e+02,3.630704137534181086e+02
3.612003076679605851e+00,-1.110963482295363791e+00,8.090033802619193466e+02,3.157135484836948081e+02
